Item,Price,Quantity,Order Total,Order Date,Month,Year,Month_Num,Day,Weekday,Is_Weekend,Avg_Price_Per_Item,High_Value_Order,Category_Drinks,Category_Main Dishes,Category_Side Dishes,Category_Starters,Payment Method_Credit Card,Payment Method_Digital Wallet
Grilled Chicken,15.0,2.0,30.0,2023-11-09,2023-11,2023,11,9,Thursday,0,15.0,0,False,True,False,False,True,False
Iced Tea,2.5,4.0,10.0,2022-05-07,2022-05,2022,5,7,Saturday,1,2.5,0,True,False,False,False,False,False
Chocolate Cake,6.0,4.0,24.0,2022-12-02,2022-12,2022,12,2,Friday,0,6.0,0,False,False,False,False,True,False
Vegetarian Platter,14.0,1.0,14.0,2023-09-12,2023-09,2023,9,12,Tuesday,0,14.0,0,False,True,False,False,False,True
Pasta Alfredo,12.0,2.0,24.0,2023-10-31,2023-10,2023,10,31,Tuesday,0,12.0,0,False,True,False,False,False,True
Cheese Fries,5.0,1.0,5.0,2023-03-10,2023-03,2023,3,10,Friday,0,5.0,0,False,False,False,True,False,True
Cheesecake,7.0,5.0,35.0,2023-02-16,2023-02,2023,2,16,Thursday,0,7.0,0,False,False,False,False,True,False
Water,1.0,1.0,1.0,2023-02-22,2023-02,2023,2,22,Wednesday,0,1.0,0,True,False,False,False,False,False
Pasta Alfredo,12.0,5.0,60.0,2022-05-20,2022-05,2022,5,20,Friday,0,12.0,0,False,True,False,False,True,False
Brownie,6.0,5.0,30.0,2022-12-03,2022-12,2022,12,3,Saturday,1,6.0,0,False,False,False,False,False,True
Grilled Chicken,15.0,3.0,45.0,2022-08-19,2022-08,2022,8,19,Friday,0,15.0,0,False,True,False,False,False,False
Beef Chili,7.0,3.0,21.0,2023-12-13,2023-12,2023,12,13,Wednesday,0,7.0,0,False,False,False,True,True,False
Salmon,18.0,1.0,18.0,2023-10-20,2023-10,2023,10,20,Friday,0,18.0,0,False,True,False,False,False,True
Steak,20.0,1.0,20.0,2022-02-19,2022-02,2022,2,19,Saturday,1,20.0,0,False,True,False,False,False,True
Side Salad,3.0,1.0,3.0,2022-06-26,2022-06,2022,6,26,Sunday,1,3.0,0,False,False,True,False,False,True
Coca Cola,2.5,3.0,7.5,2022-04-17,2022-04,2022,4,17,Sunday,1,2.5,0,True,False,False,False,False,False
Side Salad,3.0,5.0,15.0,2023-01-26,2023-01,2023,1,26,Thursday,0,3.0,0,False,False,True,False,True,False
Iced Tea,2.5,1.0,2.5,2022-07-17,2022-07,2022,7,17,Sunday,1,2.5,0,True,False,False,False,False,True
Brownie,6.0,1.0,6.0,2023-10-13,2023-10,2023,10,13,Friday,0,6.0,0,False,False,False,False,True,False
Mashed Potatoes,4.0,5.0,20.0,2023-04-01,2023-04,2023,4,1,Saturday,1,4.0,0,False,False,True,False,False,False
Lemonade,3.0,4.0,12.0,2023-10-18,2023-10,2023,10,18,Wednesday,0,3.0,0,True,False,False,False,False,True
Orange Juice,3.0,1.0,3.0,2023-08-25,2023-08,2023,8,25,Friday,0,3.0,0,True,False,False,False,False,True
Fruit Salad,4.0,5.0,20.0,2023-09-13,2023-09,2023,9,13,Wednesday,0,4.0,0,False,False,False,False,False,False
Side Salad,3.0,2.0,6.0,2022-10-24,2022-10,2022,10,24,Monday,0,3.0,0,False,False,True,False,False,True
Grilled Vegetables,5.0,5.0,25.0,2023-12-17,2023-12,2023,12,17,Sunday,1,5.0,0,False,False,True,False,True,False
Onion Rings,5.0,5.0,25.0,2022-03-02,2022-03,2022,3,2,Wednesday,0,5.0,0,False,False,True,False,True,False
Lemonade,3.0,4.0,12.0,2023-09-18,2023-09,2023,9,18,Monday,0,3.0,0,True,False,False,False,True,False
Vegetarian Platter,14.0,3.0,42.0,2023-10-23,2023-10,2023,10,23,Monday,0,14.0,0,False,True,False,False,True,False
Chocolate Cake,6.0,2.0,12.0,2022-06-01,2022-06,2022,6,1,Wednesday,0,6.0,0,False,False,False,False,False,False
Mashed Potatoes,4.0,5.0,20.0,2022-03-16,2022-03,2022,3,16,Wednesday,0,4.0,0,False,False,True,False,False,False
Cheesecake,7.0,1.0,7.0,2022-04-02,2022-04,2022,4,2,Saturday,1,7.0,0,False,False,False,False,False,True
Lemonade,3.0,5.0,15.0,2023-09-24,2023-09,2023,9,24,Sunday,1,3.0,0,True,False,False,False,False,True
Brownie,6.0,5.0,30.0,2022-11-04,2022-11,2022,11,4,Friday,0,6.0,0,False,False,False,False,True,False
Side Salad,3.0,2.0,6.0,2022-04-13,2022-04,2022,4,13,Wednesday,0,3.0,0,False,False,True,False,False,True
Cheese Fries,5.0,5.0,25.0,2023-02-16,2023-02,2023,2,16,Thursday,0,5.0,0,False,False,False,True,True,False
Water,1.0,1.0,1.0,2023-09-28,2023-09,2023,9,28,Thursday,0,1.0,0,True,False,False,False,False,True
Fruit Salad,4.0,2.0,8.0,2022-05-25,2022-05,2022,5,25,Wednesday,0,4.0,0,False,False,False,False,True,False
Ice Cream,5.0,3.0,15.0,2022-10-24,2022-10,2022,10,24,Monday,0,5.0,0,False,False,False,False,False,True
Vegetarian Platter,14.0,1.0,14.0,2023-10-21,2023-10,2023,10,21,Saturday,1,14.0,0,False,True,False,False,True,False
French Fries,4.0,2.0,8.0,2023-10-01,2023-10,2023,10,1,Sunday,1,4.0,0,False,False,False,True,False,False
Ice Cream,5.0,4.0,20.0,2023-08-07,2023-08,2023,8,7,Monday,0,5.0,0,False,False,False,False,False,True
Fruit Salad,4.0,5.0,20.0,2022-08-11,2022-08,2022,8,11,Thursday,0,4.0,0,False,False,False,False,True,False
Vegetarian Platter,14.0,2.0,28.0,2023-07-05,2023-07,2023,7,5,Wednesday,0,14.0,0,False,True,False,False,False,True
Coca Cola,2.5,3.0,7.5,2022-02-26,2022-02,2022,2,26,Saturday,1,2.5,0,True,False,False,False,False,True
Side Salad,3.0,4.0,12.0,2022-06-06,2022-06,2022,6,6,Monday,0,3.0,0,False,False,True,False,True,False
Chocolate Cake,6.0,1.0,6.0,2023-08-04,2023-08,2023,8,4,Friday,0,6.0,0,False,False,False,False,False,False
Steak,20.0,3.0,60.0,2023-04-16,2023-04,2023,4,16,Sunday,1,20.0,0,False,True,False,False,True,False
Garlic Bread,4.0,3.0,12.0,2022-01-28,2022-01,2022,1,28,Friday,0,4.0,0,False,False,True,False,False,False
Pasta Alfredo,12.0,4.0,48.0,2022-12-26,2022-12,2022,12,26,Monday,0,12.0,0,False,True,False,False,True,False
Nachos Grande,10.0,3.0,30.0,2022-07-06,2022-07,2022,7,6,Wednesday,0,10.0,0,False,False,False,True,True,False
Nachos Grande,10.0,2.0,20.0,2022-06-29,2022-06,2022,6,29,Wednesday,0,10.0,0,False,False,False,True,False,False
Grilled Chicken,15.0,4.0,60.0,2023-04-20,2023-04,2023,4,20,Thursday,0,15.0,0,False,True,False,False,False,False
Vegetarian Platter,14.0,5.0,70.0,2023-06-12,2023-06,2023,6,12,Monday,0,14.0,0,False,True,False,False,False,False
Onion Rings,5.0,2.0,10.0,2023-05-25,2023-05,2023,5,25,Thursday,0,5.0,0,False,False,True,False,False,False
Grilled Chicken,15.0,2.0,30.0,2023-10-08,2023-10,2023,10,8,Sunday,1,15.0,0,False,True,False,False,False,False
Brownie,6.0,3.0,18.0,2022-11-17,2022-11,2022,11,17,Thursday,0,6.0,0,False,False,False,False,False,True
Salmon,18.0,2.0,36.0,2023-02-13,2023-02,2023,2,13,Monday,0,18.0,0,False,True,False,False,False,False
Chocolate Cake,6.0,4.0,24.0,2022-11-06,2022-11,2022,11,6,Sunday,1,6.0,0,False,False,False,False,False,True
Orange Juice,3.0,1.0,3.0,2022-04-13,2022-04,2022,4,13,Wednesday,0,3.0,0,True,False,False,False,False,False
Chocolate Cake,6.0,1.0,6.0,2023-06-28,2023-06,2023,6,28,Wednesday,0,6.0,0,False,False,False,False,True,False
Ice Cream,5.0,4.0,20.0,2022-10-30,2022-10,2022,10,30,Sunday,1,5.0,0,False,False,False,False,False,True
Steak,20.0,1.0,20.0,2022-07-07,2022-07,2022,7,7,Thursday,0,20.0,0,False,True,False,False,False,False
Grilled Chicken,15.0,2.0,30.0,2023-12-11,2023-12,2023,12,11,Monday,0,15.0,0,False,True,False,False,True,False
Chicken Melt,8.0,5.0,40.0,2023-06-08,2023-06,2023,6,8,Thursday,0,8.0,0,False,False,False,True,False,False
Water,1.0,5.0,5.0,2022-03-02,2022-03,2022,3,2,Wednesday,0,1.0,0,True,False,False,False,False,True
Lemonade,3.0,1.0,3.0,2023-12-25,2023-12,2023,12,25,Monday,0,3.0,0,True,False,False,False,True,False
Beef Chili,7.0,5.0,35.0,2023-08-13,2023-08,2023,8,13,Sunday,1,7.0,0,False,False,False,True,False,True
Onion Rings,5.0,5.0,25.0,2023-02-21,2023-02,2023,2,21,Tuesday,0,5.0,0,False,False,True,False,True,False
Pasta Alfredo,12.0,2.0,24.0,2022-12-19,2022-12,2022,12,19,Monday,0,12.0,0,False,True,False,False,False,True
Beef Chili,7.0,2.0,14.0,2022-06-03,2022-06,2022,6,3,Friday,0,7.0,0,False,False,False,True,True,False
Cheese Fries,5.0,5.0,25.0,2023-05-08,2023-05,2023,5,8,Monday,0,5.0,0,False,False,False,True,False,True
Cheese Fries,5.0,1.0,5.0,2022-02-23,2022-02,2022,2,23,Wednesday,0,5.0,0,False,False,False,True,False,False
Grilled Chicken,15.0,1.0,15.0,2023-10-31,2023-10,2023,10,31,Tuesday,0,15.0,0,False,True,False,False,False,True
Beef Chili,7.0,3.0,21.0,2023-01-05,2023-01,2023,1,5,Thursday,0,7.0,0,False,False,False,True,True,False
Orange Juice,3.0,2.0,6.0,2023-01-04,2023-01,2023,1,4,Wednesday,0,3.0,0,True,False,False,False,True,False
Ice Cream,5.0,5.0,25.0,2023-06-27,2023-06,2023,6,27,Tuesday,0,5.0,0,False,False,False,False,True,False
French Fries,4.0,2.0,8.0,2023-03-10,2023-03,2023,3,10,Friday,0,4.0,0,False,False,False,True,False,True
Grilled Vegetables,5.0,2.0,10.0,2023-05-20,2023-05,2023,5,20,Saturday,1,5.0,0,False,False,True,False,False,False
Onion Rings,5.0,2.0,10.0,2023-08-09,2023-08,2023,8,9,Wednesday,0,5.0,0,False,False,True,False,False,True
Pasta Alfredo,12.0,3.0,36.0,2023-01-21,2023-01,2023,1,21,Saturday,1,12.0,0,False,True,False,False,False,True
Chicken Melt,8.0,1.0,8.0,2022-06-08,2022-06,2022,6,8,Wednesday,0,8.0,0,False,False,False,True,False,False
Water,1.0,1.0,1.0,2022-12-16,2022-12,2022,12,16,Friday,0,1.0,0,True,False,False,False,False,False
Ice Cream,5.0,3.0,15.0,2023-07-24,2023-07,2023,7,24,Monday,0,5.0,0,False,False,False,False,False,True
Lemonade,3.0,4.0,12.0,2022-12-22,2022-12,2022,12,22,Thursday,0,3.0,0,True,False,False,False,False,False
Salmon,18.0,1.0,18.0,2023-12-08,2023-12,2023,12,8,Friday,0,18.0,0,False,True,False,False,False,True
French Fries,4.0,2.0,8.0,2023-08-08,2023-08,2023,8,8,Tuesday,0,4.0,0,False,False,False,True,False,False
Coca Cola,2.5,4.0,10.0,2022-10-14,2022-10,2022,10,14,Friday,0,2.5,0,True,False,False,False,False,False
Mashed Potatoes,4.0,3.0,12.0,2022-07-30,2022-07,2022,7,30,Saturday,1,4.0,0,False,False,True,False,False,False
Side Salad,3.0,1.0,3.0,2023-09-29,2023-09,2023,9,29,Friday,0,3.0,0,False,False,True,False,False,True
Steak,20.0,4.0,80.0,2023-10-21,2023-10,2023,10,21,Saturday,1,20.0,0,False,True,False,False,False,True
French Fries,4.0,4.0,16.0,2022-08-08,2022-08,2022,8,8,Monday,0,4.0,0,False,False,False,True,True,False
Salmon,18.0,2.0,36.0,2022-09-18,2022-09,2022,9,18,Sunday,1,18.0,0,False,True,False,False,False,False
Grilled Chicken,15.0,3.0,45.0,2022-01-06,2022-01,2022,1,6,Thursday,0,15.0,0,False,True,False,False,False,True
Lemonade,3.0,5.0,15.0,2022-11-29,2022-11,2022,11,29,Tuesday,0,3.0,0,True,False,False,False,False,False
Nachos Grande,10.0,2.0,20.0,2023-07-22,2023-07,2023,7,22,Saturday,1,10.0,0,False,False,False,True,False,True
Lemonade,3.0,3.0,9.0,2022-02-16,2022-02,2022,2,16,Wednesday,0,3.0,0,True,False,False,False,True,False
Side Salad,3.0,4.0,12.0,2023-04-16,2023-04,2023,4,16,Sunday,1,3.0,0,False,False,True,False,True,False
Grilled Chicken,15.0,5.0,75.0,2023-01-01,2023-01,2023,1,1,Sunday,1,15.0,0,False,True,False,False,False,False
Sweet Potato Fries,5.0,3.0,15.0,2023-08-04,2023-08,2023,8,4,Friday,0,5.0,0,False,False,False,True,False,False
Sweet Potato Fries,5.0,4.0,20.0,2022-07-29,2022-07,2022,7,29,Friday,0,5.0,0,False,False,False,True,False,True
Onion Rings,5.0,4.0,20.0,2022-03-25,2022-03,2022,3,25,Friday,0,5.0,0,False,False,True,False,False,False
Beef Chili,7.0,2.0,14.0,2023-12-10,2023-12,2023,12,10,Sunday,1,7.0,0,False,False,False,True,False,True
Cheese Fries,5.0,5.0,25.0,2022-09-11,2022-09,2022,9,11,Sunday,1,5.0,0,False,False,False,True,False,False
Orange Juice,3.0,3.0,9.0,2023-07-15,2023-07,2023,7,15,Saturday,1,3.0,0,True,False,False,False,False,True
Onion Rings,5.0,5.0,25.0,2022-04-12,2022-04,2022,4,12,Tuesday,0,5.0,0,False,False,True,False,False,False
Water,1.0,5.0,5.0,2023-06-25,2023-06,2023,6,25,Sunday,1,1.0,0,True,False,False,False,True,False
Grilled Chicken,15.0,4.0,60.0,2023-04-27,2023-04,2023,4,27,Thursday,0,15.0,0,False,True,False,False,False,False
Grilled Chicken,15.0,1.0,15.0,2022-12-18,2022-12,2022,12,18,Sunday,1,15.0,0,False,True,False,False,False,False
Chicken Melt,8.0,5.0,40.0,2022-07-31,2022-07,2022,7,31,Sunday,1,8.0,0,False,False,False,True,False,True
Chicken Melt,8.0,4.0,32.0,2023-04-09,2023-04,2023,4,9,Sunday,1,8.0,0,False,False,False,True,True,False
Grilled Vegetables,5.0,4.0,20.0,2023-02-16,2023-02,2023,2,16,Thursday,0,5.0,0,False,False,True,False,False,False
Coca Cola,2.5,1.0,2.5,2023-03-03,2023-03,2023,3,3,Friday,0,2.5,0,True,False,False,False,False,True
Nachos Grande,10.0,1.0,10.0,2023-04-20,2023-04,2023,4,20,Thursday,0,10.0,0,False,False,False,True,False,True
Grilled Chicken,15.0,2.0,30.0,2022-07-25,2022-07,2022,7,25,Monday,0,15.0,0,False,True,False,False,False,True
Chocolate Cake,6.0,1.0,6.0,2022-01-24,2022-01,2022,1,24,Monday,0,6.0,0,False,False,False,False,False,True
Beef Chili,7.0,3.0,21.0,2022-03-18,2022-03,2022,3,18,Friday,0,7.0,0,False,False,False,True,False,True
Onion Rings,5.0,3.0,15.0,2023-07-30,2023-07,2023,7,30,Sunday,1,5.0,0,False,False,True,False,True,False
Cheesecake,7.0,4.0,28.0,2023-10-19,2023-10,2023,10,19,Thursday,0,7.0,0,False,False,False,False,True,False
Chicken Melt,8.0,3.0,24.0,2023-09-11,2023-09,2023,9,11,Monday,0,8.0,0,False,False,False,True,False,False
Cheesecake,7.0,1.0,7.0,2022-01-05,2022-01,2022,1,5,Wednesday,0,7.0,0,False,False,False,False,False,True
Mashed Potatoes,4.0,1.0,4.0,2022-03-08,2022-03,2022,3,8,Tuesday,0,4.0,0,False,False,True,False,True,False
Cheesecake,7.0,2.0,14.0,2022-08-28,2022-08,2022,8,28,Sunday,1,7.0,0,False,False,False,False,True,False
Brownie,6.0,1.0,6.0,2022-10-05,2022-10,2022,10,5,Wednesday,0,6.0,0,False,False,False,False,False,True
Vegetarian Platter,14.0,1.0,14.0,2023-03-18,2023-03,2023,3,18,Saturday,1,14.0,0,False,True,False,False,False,True
Chocolate Cake,6.0,1.0,6.0,2023-01-02,2023-01,2023,1,2,Monday,0,6.0,0,False,False,False,False,True,False
Sweet Potato Fries,5.0,2.0,10.0,2023-03-26,2023-03,2023,3,26,Sunday,1,5.0,0,False,False,False,True,False,True
Nachos Grande,10.0,5.0,50.0,2022-05-08,2022-05,2022,5,8,Sunday,1,10.0,0,False,False,False,True,False,False
Chocolate Cake,6.0,1.0,6.0,2023-08-12,2023-08,2023,8,12,Saturday,1,6.0,0,False,False,False,False,False,False
Nachos Grande,10.0,1.0,10.0,2022-03-06,2022-03,2022,3,6,Sunday,1,10.0,0,False,False,False,True,False,False
Beef Chili,7.0,4.0,28.0,2023-07-26,2023-07,2023,7,26,Wednesday,0,7.0,0,False,False,False,True,False,False
Cheese Fries,5.0,5.0,25.0,2023-12-08,2023-12,2023,12,8,Friday,0,5.0,0,False,False,False,True,True,False
Ice Cream,5.0,3.0,15.0,2023-03-10,2023-03,2023,3,10,Friday,0,5.0,0,False,False,False,False,False,True
French Fries,4.0,5.0,20.0,2022-04-01,2022-04,2022,4,1,Friday,0,4.0,0,False,False,False,True,True,False
Chocolate Cake,6.0,4.0,24.0,2023-04-16,2023-04,2023,4,16,Sunday,1,6.0,0,False,False,False,False,True,False
Ice Cream,5.0,1.0,5.0,2022-08-09,2022-08,2022,8,9,Tuesday,0,5.0,0,False,False,False,False,True,False
Cheesecake,7.0,5.0,35.0,2022-12-03,2022-12,2022,12,3,Saturday,1,7.0,0,False,False,False,False,True,False
Beef Chili,7.0,2.0,14.0,2023-03-22,2023-03,2023,3,22,Wednesday,0,7.0,0,False,False,False,True,True,False
Water,1.0,3.0,3.0,2022-01-12,2022-01,2022,1,12,Wednesday,0,1.0,0,True,False,False,False,True,False
Mashed Potatoes,4.0,1.0,4.0,2022-11-05,2022-11,2022,11,5,Saturday,1,4.0,0,False,False,True,False,False,False
Salmon,18.0,5.0,90.0,2022-05-24,2022-05,2022,5,24,Tuesday,0,18.0,0,False,True,False,False,True,False
Lemonade,3.0,1.0,3.0,2022-10-14,2022-10,2022,10,14,Friday,0,3.0,0,True,False,False,False,True,False
Steak,20.0,1.0,20.0,2022-03-10,2022-03,2022,3,10,Thursday,0,20.0,0,False,True,False,False,False,True
Coca Cola,2.5,5.0,12.5,2022-10-15,2022-10,2022,10,15,Saturday,1,2.5,0,True,False,False,False,False,True
Sweet Potato Fries,5.0,5.0,25.0,2022-04-06,2022-04,2022,4,6,Wednesday,0,5.0,0,False,False,False,True,False,False
Water,1.0,3.0,3.0,2023-11-07,2023-11,2023,11,7,Tuesday,0,1.0,0,True,False,False,False,True,False
Brownie,6.0,1.0,6.0,2022-04-02,2022-04,2022,4,2,Saturday,1,6.0,0,False,False,False,False,True,False
Water,1.0,4.0,4.0,2023-11-29,2023-11,2023,11,29,Wednesday,0,1.0,0,True,False,False,False,False,True
Mashed Potatoes,4.0,3.0,12.0,2022-08-13,2022-08,2022,8,13,Saturday,1,4.0,0,False,False,True,False,False,False
Sweet Potato Fries,5.0,4.0,20.0,2023-08-25,2023-08,2023,8,25,Friday,0,5.0,0,False,False,False,True,False,False
Chicken Melt,8.0,4.0,32.0,2023-05-10,2023-05,2023,5,10,Wednesday,0,8.0,0,False,False,False,True,False,False
Fruit Salad,4.0,4.0,16.0,2022-12-15,2022-12,2022,12,15,Thursday,0,4.0,0,False,False,False,False,True,False
Onion Rings,5.0,4.0,20.0,2023-04-04,2023-04,2023,4,4,Tuesday,0,5.0,0,False,False,True,False,False,False
Chicken Melt,8.0,3.0,24.0,2023-07-11,2023-07,2023,7,11,Tuesday,0,8.0,0,False,False,False,True,False,False
Beef Chili,7.0,2.0,14.0,2023-03-11,2023-03,2023,3,11,Saturday,1,7.0,0,False,False,False,True,False,False
Water,1.0,2.0,2.0,2022-08-04,2022-08,2022,8,4,Thursday,0,1.0,0,True,False,False,False,False,False
Onion Rings,5.0,5.0,25.0,2022-10-25,2022-10,2022,10,25,Tuesday,0,5.0,0,False,False,True,False,False,True
Grilled Vegetables,5.0,1.0,5.0,2023-02-14,2023-02,2023,2,14,Tuesday,0,5.0,0,False,False,True,False,False,False
Coca Cola,2.5,3.0,7.5,2023-05-05,2023-05,2023,5,5,Friday,0,2.5,0,True,False,False,False,False,False
Ice Cream,5.0,3.0,15.0,2023-03-16,2023-03,2023,3,16,Thursday,0,5.0,0,False,False,False,False,False,False
Salmon,18.0,4.0,72.0,2022-10-02,2022-10,2022,10,2,Sunday,1,18.0,0,False,True,False,False,False,False
Brownie,6.0,2.0,12.0,2023-06-24,2023-06,2023,6,24,Saturday,1,6.0,0,False,False,False,False,True,False
Chocolate Cake,6.0,1.0,6.0,2023-12-06,2023-12,2023,12,6,Wednesday,0,6.0,0,False,False,False,False,True,False
Beef Chili,7.0,5.0,35.0,2022-05-29,2022-05,2022,5,29,Sunday,1,7.0,0,False,False,False,True,False,False
Orange Juice,3.0,5.0,15.0,2022-02-22,2022-02,2022,2,22,Tuesday,0,3.0,0,True,False,False,False,False,False
Cheese Fries,5.0,2.0,10.0,2022-03-31,2022-03,2022,3,31,Thursday,0,5.0,0,False,False,False,True,False,True
Onion Rings,5.0,2.0,10.0,2023-07-05,2023-07,2023,7,5,Wednesday,0,5.0,0,False,False,True,False,False,False
Pasta Alfredo,12.0,3.0,36.0,2022-01-17,2022-01,2022,1,17,Monday,0,12.0,0,False,True,False,False,False,False
Steak,20.0,5.0,100.0,2022-12-29,2022-12,2022,12,29,Thursday,0,20.0,0,False,True,False,False,False,False
Lemonade,3.0,4.0,12.0,2022-11-28,2022-11,2022,11,28,Monday,0,3.0,0,True,False,False,False,False,True
Ice Cream,5.0,3.0,15.0,2022-05-31,2022-05,2022,5,31,Tuesday,0,5.0,0,False,False,False,False,False,False
Water,1.0,3.0,3.0,2022-06-03,2022-06,2022,6,3,Friday,0,1.0,0,True,False,False,False,False,True
Water,1.0,3.0,3.0,2023-03-01,2023-03,2023,3,1,Wednesday,0,1.0,0,True,False,False,False,False,True
Side Salad,3.0,5.0,15.0,2023-11-06,2023-11,2023,11,6,Monday,0,3.0,0,False,False,True,False,False,True
Cheesecake,7.0,3.0,21.0,2022-02-23,2022-02,2022,2,23,Wednesday,0,7.0,0,False,False,False,False,False,True
Chocolate Cake,6.0,3.0,18.0,2023-12-30,2023-12,2023,12,30,Saturday,1,6.0,0,False,False,False,False,False,True
Pasta Alfredo,12.0,3.0,36.0,2023-11-13,2023-11,2023,11,13,Monday,0,12.0,0,False,True,False,False,False,True
Steak,20.0,5.0,100.0,2023-04-10,2023-04,2023,4,10,Monday,0,20.0,0,False,True,False,False,False,False
Brownie,6.0,1.0,6.0,2023-06-23,2023-06,2023,6,23,Friday,0,6.0,0,False,False,False,False,False,False
Lemonade,3.0,1.0,3.0,2022-10-05,2022-10,2022,10,5,Wednesday,0,3.0,0,True,False,False,False,False,True
Beef Chili,7.0,1.0,7.0,2023-11-30,2023-11,2023,11,30,Thursday,0,7.0,0,False,False,False,True,False,False
Grilled Vegetables,5.0,3.0,15.0,2023-12-26,2023-12,2023,12,26,Tuesday,0,5.0,0,False,False,True,False,False,True
Orange Juice,3.0,1.0,3.0,2022-04-02,2022-04,2022,4,2,Saturday,1,3.0,0,True,False,False,False,True,False
Garlic Bread,4.0,5.0,20.0,2022-08-13,2022-08,2022,8,13,Saturday,1,4.0,0,False,False,True,False,False,False
Cheese Fries,5.0,1.0,5.0,2022-07-01,2022-07,2022,7,1,Friday,0,5.0,0,False,False,False,True,False,True
French Fries,4.0,5.0,20.0,2023-11-07,2023-11,2023,11,7,Tuesday,0,4.0,0,False,False,False,True,False,False
Side Salad,3.0,5.0,15.0,2023-08-01,2023-08,2023,8,1,Tuesday,0,3.0,0,False,False,True,False,True,False
Side Salad,3.0,5.0,15.0,2022-06-10,2022-06,2022,6,10,Friday,0,3.0,0,False,False,True,False,False,True
Cheese Fries,5.0,5.0,25.0,2023-05-17,2023-05,2023,5,17,Wednesday,0,5.0,0,False,False,False,True,False,True
Lemonade,3.0,2.0,6.0,2023-08-08,2023-08,2023,8,8,Tuesday,0,3.0,0,True,False,False,False,False,False
Ice Cream,5.0,3.0,15.0,2023-11-01,2023-11,2023,11,1,Wednesday,0,5.0,0,False,False,False,False,True,False
Pasta Alfredo,12.0,4.0,48.0,2023-08-02,2023-08,2023,8,2,Wednesday,0,12.0,0,False,True,False,False,False,True
Salmon,18.0,4.0,72.0,2023-02-10,2023-02,2023,2,10,Friday,0,18.0,0,False,True,False,False,True,False
Grilled Chicken,15.0,1.0,15.0,2023-01-01,2023-01,2023,1,1,Sunday,1,15.0,0,False,True,False,False,False,False
Cheese Fries,5.0,5.0,25.0,2023-12-29,2023-12,2023,12,29,Friday,0,5.0,0,False,False,False,True,True,False
Ice Cream,5.0,3.0,15.0,2023-12-11,2023-12,2023,12,11,Monday,0,5.0,0,False,False,False,False,False,False
Salmon,18.0,4.0,72.0,2022-09-21,2022-09,2022,9,21,Wednesday,0,18.0,0,False,True,False,False,False,True
Grilled Chicken,15.0,1.0,15.0,2023-03-25,2023-03,2023,3,25,Saturday,1,15.0,0,False,True,False,False,False,False
Brownie,6.0,2.0,12.0,2022-11-28,2022-11,2022,11,28,Monday,0,6.0,0,False,False,False,False,False,True
French Fries,4.0,3.0,12.0,2022-11-25,2022-11,2022,11,25,Friday,0,4.0,0,False,False,False,True,False,False
Grilled Vegetables,5.0,4.0,20.0,2023-06-20,2023-06,2023,6,20,Tuesday,0,5.0,0,False,False,True,False,True,False
Chocolate Cake,6.0,4.0,24.0,2022-12-17,2022-12,2022,12,17,Saturday,1,6.0,0,False,False,False,False,False,True
Chocolate Cake,6.0,2.0,12.0,2023-10-22,2023-10,2023,10,22,Sunday,1,6.0,0,False,False,False,False,False,True
Sweet Potato Fries,5.0,4.0,20.0,2023-04-30,2023-04,2023,4,30,Sunday,1,5.0,0,False,False,False,True,False,False
Water,1.0,1.0,1.0,2023-02-03,2023-02,2023,2,3,Friday,0,1.0,0,True,False,False,False,False,False
Side Salad,3.0,4.0,12.0,2023-12-25,2023-12,2023,12,25,Monday,0,3.0,0,False,False,True,False,False,False
Chicken Melt,8.0,3.0,24.0,2022-11-25,2022-11,2022,11,25,Friday,0,8.0,0,False,False,False,True,False,True
